Month,Custumer Name,Customer Group,Product,City,Sales_amt,Standard_Cost,Metal_Cost,Taxes,FreightUnrecovered,Metal_weight_CU
 2/1/2018 ,GLOBAL EQUIPMENT COMPANY,Medium,CST, Brownsville, 637.44 , 233.46 , 137.02 , 43.22 , -   , 45.65 
 4/1/2018 ,GENERAL SUPPLY AND SERVICES,Large,CST, Hampton, 550.32 , 240.52 , 162.95 , 31.70 , -   , 54.29 
 6/1/2018 ,- BORDER STATES ELECTRIC,Large,CST, Nashville-Davidson, 217.76 , 137.77 , 73.50 , 14.24 , 8.86 , 24.49 
 2/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, New Orleans, 201.08 , 124.95 , 88.32 , 7.44 , 7.93 , 29.43 
 3/1/2018 ,* WHOLESALE ELECTRIC,Large,CST, Worcester," 4,166.52 "," 2,089.30 "," 1,281.24 ", 159.16 , 86.97 , 412.58 
 6/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Portland, 431.28 , 215.93 , 138.58 , 28.12 , 12.56 , 44.63 
 6/1/2018 ,* QUERMBACK ELECTRIC INC,Medium,CST, Springfield, 219.94 , 110.25 , 63.88 , 15.13 , 13.59 , 20.57 
 5/1/2018 ,* MAYER ELECTRIC SUPPLY,Large,CST, Jackson," 2,370.59 "," 1,103.45 ", 755.77 , 106.20 , 95.12 , 243.37 
 4/1/2018 ,* LOYD'S ELECTRIC SUPPLY,Medium,CST, Pasadena, 101.16 , 39.00 , 3.77 , 5.68 , 2.03 , 1.22 
 6/1/2018 ,* DIVERSIFIED SUPPLY INC,Medium,CST, Brownsville, 246.64 , 122.67 , 91.38 , 14.08 , -   , 29.43 
 5/1/2017 ,* COLONIAL ELECTRIC SUPPLY CO,Large,CST, Cedar Rapids," 7,590.06 "," 3,953.42 "," 2,646.54 ", 396.96 , 218.88 , 852.24 
 2/1/2017 ,- BECKER ELECTRIC SUPPLY CO,small,CST, Henderson, 100.08 , 40.01 , 20.65 , 4.27 , 0.74 , 6.88 
 2/1/2018 ,# GLIEDT ELECTRIC SUPPLY #3450,small,CST, Salt Lake City, 548.88 , 263.15 , 166.50 , 22.83 , 11.11 , 53.61 
 5/1/2017 ,MATERIEL TECHNIQUES INC,small,CST, Des Moines, 88.68 , 32.48 , 23.42 , 4.96 , -   , 7.54 
 4/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Tulsa, 806.84 , 278.45 , 181.51 , 30.58 , 15.37 , 58.45 
 2/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Omaha," 2,599.68 ", 943.30 , 536.80 , 164.30 , 96.34 , 172.86 
 6/1/2018 ,"- STEINER ELECTRIC CO., INC.",Medium,CST, Lubbock, 511.56 , 245.37 , 129.17 , 31.51 , 9.00 , 43.04 
 5/1/2018 ,- MARSHALL E CAMPBELL CO INC,Medium,CST, Lakewood," 2,213.88 ", 994.89 , 686.87 , 90.33 , 44.59 , 228.86 
 3/1/2018 ,- KENDALL ELECTRIC INC,Large,CST, Beaumont," 4,341.48 "," 2,634.06 "," 1,047.04 ", 191.03 , 48.57 , 348.86 
 4/1/2018 ,- ELECTRICAL EQUIPMENT CO,small,CST, Santa Ana, 610.76 , 342.76 , 241.23 , 31.03 , 21.90 , 80.37 
 4/1/2017 ,- CITY ELECTRIC COMPANY INC,Medium,CST, Salt Lake City," 2,292.84 "," 1,192.67 ", 669.16 , 129.32 , (70.48), 222.96 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Oklahoma City," 6,966.13 "," 3,784.96 "," 2,390.34 ", 438.87 , 96.83 , 769.74 
 6/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Hialeah," 1,303.98 ", 801.50 , 572.73 , 82.80 , 52.45 , 184.43 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Miami," 1,218.84 ", 715.25 , 377.51 , 74.47 , -   , 121.57 
 3/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Chandler," 3,805.80 "," 2,290.51 "," 1,312.18 ", 176.97 , 229.59 , 422.55 
 5/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Springfield, 179.00 , 127.26 , 70.59 , 10.36 , -   , 22.73 
 6/1/2017 ,REXEL HOLDINGS USA,Large,CST, Santa Rosa, 719.04 , 418.48 , 308.42 , 25.67 , 22.79 , 99.32 
 2/1/2017 ,GENERAL SUPPLY AND SERVICES,Large,CST, New Orleans, 458.60 , 205.14 , 140.50 , 21.32 , -   , 45.24 
 2/1/2017 ,GENERAL SUPPLY AND SERVICES,Large,CST, Hayward," 2,588.34 "," 1,309.87 ", 864.69 , 170.05 , 72.99 , 278.45 
 2/1/2017 ,MASTER INTERNATIONAL,Large,CST, Fayetteville, 217.00 , 75.79 , 32.39 , 8.42 , 8.33 , 10.43 
 5/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Torrance, 201.96 , 131.10 , 77.31 , 6.06 , 6.48 , 24.90 
 6/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Chula Vista, 588.16 , 339.41 , 166.56 , 17.70 , -   , 53.63 
 3/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Hayward, 261.00 , 184.38 , 114.06 , 7.91 , -   , 36.73 
 5/1/2018 ,ANIXTER INC,Medium,CST, Lexington-Fayette," 1,410.92 ", 931.19 , 624.46 , 63.91 , -   , 201.09 
 1/1/2018 ,- WERNER ELECTRIC SUPPLY CO,Large,CST, Mesquite," 2,444.84 ", 994.01 , 464.13 , 117.11 , 37.05 , 149.46 
 2/1/2018 ,- KIRBY RISK SUPPLY,Medium,CST, Paterson," 1,249.92 ", 492.71 , 247.29 , 79.74 , (14.81), 79.63 
 1/1/2018 ,- H LEFF ELECTRIC CO INC,Medium,CST, Mesquite," 1,812.72 "," 1,146.52 ", 774.03 , 100.24 , 25.18 , 249.25 
 4/1/2017 ,- ELECTRICAL WHOLESALE SUPPLY,Medium,CST, Henderson," 1,391.46 ", 799.53 , 484.29 , 82.93 , 74.66 , 155.95 
 4/1/2017 ,- ELECTRICAL EQUIPMENT CO,small,CST, Mesa, 178.86 , 98.12 , 68.54 , 6.58 , 7.34 , 22.07 
 6/1/2018 ,"- B-J ELECTRIC SUPPLY, INC.",small,CST, New York, 215.16 , 81.56 , 51.53 , 15.00 , -   , 16.59 
 6/1/2017 ,WHOLESALE SUPPLY GROUP,Medium,CST, Grand Rapids, 799.34 , 505.65 , 320.00 , 30.06 , 23.23 , 104.58 
 4/1/2018 ,WESCO DISTRIBUTION,Large,CST, Augusta-Richmond County," 56,012.00 "," 26,430.28 "," 15,661.57 "," 2,862.21 "," 2,489.00 "," 5,118.33 "
 3/1/2018 ,* WHOLESALE ELECTRIC,Large,CST, Pasadena," 2,840.44 "," 1,445.70 ", 847.32 , 184.06 , 132.07 , 276.91 
 2/1/2017 ,* WHOLESALE ELECTRIC,Large,CST, Santa Clarita," 4,089.00 "," 1,922.50 "," 1,176.83 ", 233.89 , 101.95 , 384.60 
 5/1/2018 ,* STANDARD ELECTRIC COMPANY,Medium,CST, San Antonio," 3,194.96 "," 1,262.25 ", 510.11 , 166.78 , 44.97 , 166.71 
 4/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Hayward, 268.50 , 110.91 , 63.85 , 17.29 , 7.62 , 20.87 
 4/1/2017 ,* MADISON ELECTRIC CO,Medium,CST, Boston," 1,303.00 ", 623.48 , 400.96 , 41.57 , 87.00 , 131.04 
 6/1/2017 ,* DAKOTA SUPPLY GROUP,Large,CST, Tampa," 6,645.13 "," 2,643.24 "," 1,473.80 ", 406.02 , 176.89 , 481.65 
 2/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Hampton, 256.92 , 113.85 , 76.85 , 13.85 , 6.90 , 25.12 
 3/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Hayward, 125.48 , 61.13 , 45.02 , 5.83 , 2.68 , 14.71 
 5/1/2017 ,# ROYAL ELECTRIC SUPPLY  #1065,small,CST, Houston, 312.66 , 84.04 , 35.60 , 15.63 , -   , 11.63 
 4/1/2017 ,# JAMESTOWN ELECTRIC SPLY 3100,small,CST, Beaumont, 650.32 , 309.36 , 178.75 , 20.94 , 9.15 , 58.42 
 1/1/2017 ,"KGP TELECOMMUNICATIONS, INC",Large,CST, Mobile, 149.40 , 62.70 , 45.59 , 7.95 , -   , 14.90 
 1/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Orlando, 509.32 , 220.29 , 143.07 , 19.20 , 18.96 , 46.76 
 6/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Rockford, 101.24 , 64.74 , 45.02 , 6.23 , 8.88 , 14.71 
 5/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Mesquite, 195.84 , 120.39 , 90.05 , 12.00 , 14.11 , 29.43 
 6/1/2018 ,~ STUART C IRBY CO,Medium,CST, Akron, 300.86 , 207.51 , 49.04 , 14.41 , 7.31 , 16.03 
 1/1/2017 ,REXEL INC,Large,CST, Fayetteville," 1,096.60 ", 348.02 , 187.34 , 50.66 , -   , 61.22 
 5/1/2018 ,WESCO DISTRIBUTION,Large,CST, Des Moines, 65.10 , 32.50 , 17.54 , 2.56 , -   , 5.65 
 2/1/2018 ,WESCO DISTRIBUTION,Large,CST, North Las Vegas," 12,719.20 "," 7,868.11 "," 4,921.74 ", 412.10 , 301.30 ," 1,584.90 "
 4/1/2017 ,UNITED CENTRAL INDUSTRIAL SPLY,small,CST, Anchorage, 289.20 , 196.23 , 137.07 , 15.10 , -   , 44.14 
 6/1/2017 ,* WESTERN CAROLINA ELECTRICAL,Large,CST, Shreveport, 227.50 , 129.44 , 21.36 , 15.24 , -   , 6.88 
 5/1/2018 ,* SUNFLOWER ELECTRIC SUPPLY,small,CST, Oceanside, 472.52 , 136.03 , 66.54 , 16.59 , -   , 21.43 
 6/1/2017 ,* SCHWING ELEC * FARMINGDALE,Medium,CST, Tallahassee, 126.00 , 69.84 , 41.16 , 5.58 , 0.80 , 13.26 
 6/1/2018 ,* SAMSON ELECTRICAL SUPPLY CO,small,CST, Philadelphia," 1,423.04 ", 744.10 , 388.65 , 55.50 , 31.27 , 125.15 
 2/1/2018 ,* F D LAWRENCE * CINCINNATI,Medium,CST, Augusta-Richmond County, 821.60 , 405.69 , 289.31 , 44.70 , 7.59 , 93.16 
 6/1/2018 ,* ELECTRICAL MATERIALS CO INC,small,CST, Lincoln, 218.64 , 66.06 , 39.15 , 9.05 , 2.31 , 12.61 
 4/1/2017 ,"* ELECTRIC SUPPLY, INC",Medium,CST, Omaha," 2,602.54 "," 1,423.88 ", 872.38 , 126.22 , 137.98 , 280.92 
 4/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Jersey City, 327.12 , 131.83 , 91.38 , 11.74 , 2.49 , 29.43 
 2/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Chesapeake, 463.92 , 249.85 , 133.65 , 25.79 , -   , 43.04 
 6/1/2018 ,# TEAM ELECTRIC SUPPLY   #5390,small,CST, Springfield, 391.68 , 186.19 , 137.07 , 12.49 , -   , 44.14 
 4/1/2017 ,# SHERMAN ELECTRIC INC   #2465,small,CST, Washington, 764.28 , 277.48 , 131.25 , 24.23 , 18.92 , 42.27 
 6/1/2018 ,# FENTON BROS ELECTRIC   #7670,Large,CST, Kansas City, 337.50 , 124.71 , 74.71 , 23.09 , 9.30 , 24.06 
 6/1/2018 ,# E D SUPPLY CO INC      #4130,Medium,CST, Springfield, 674.28 , 246.21 , 141.63 , 43.83 , 12.06 , 45.61 
 1/1/2018 ,# DELANDE SUPPLY COMPANY #1265,Medium,CST, Tucson, 336.00 , 198.49 , 137.08 , 12.33 , -   , 44.14 
 5/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Corona, 184.08 , 81.56 , 51.53 , 12.89 , -   , 16.59 
 5/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Saint Louis, 36.84 , 12.86 , 3.06 , 2.29 , -   , 0.98 
 5/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Saint Petersburg, 50.62 , 30.90 , 22.85 , 1.54 , 3.66 , 7.36 
 6/1/2017 ,NEWARK ELECTRONICS,small,CST, Denver, 279.36 , 112.01 , 64.10 , 15.53 , -   , 20.64 
 5/1/2018 ,HOUSTON WIRE & CABLE,Medium,CST, Rochester, 302.08 , 115.22 , 59.95 , 16.64 , 4.55 , 19.30 
 2/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, New Haven, 800.76 , 472.89 , 279.61 , 43.24 , 31.83 , 90.04 
 5/1/2017 ,GLOBAL EQUIPMENT COMPANY,Medium,CST, New York," 3,936.52 "," 1,683.33 ", 796.96 , 180.29 , -   , 256.64 
 6/1/2018 ,REXEL HOLDINGS USA,Large,CST, Fresno, 169.96 , 65.91 , 45.69 , 7.50 , -   , 14.71 
 3/1/2017 ,GENERAL SUPPLY AND SERVICES,Large,CST, Omaha, 382.32 , 144.74 , 7.78 , 18.85 , -   , 2.50 
 3/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Columbus," 2,720.00 "," 1,544.60 ", 647.79 , 146.61 , 76.48 , 208.60 
 6/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Pasadena, 566.94 , 320.50 , 210.51 , 38.16 , -   , 67.79 
 1/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Mesquite, 180.44 , 70.16 , 38.03 , 10.48 , -   , 12.24 
 6/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Rancho Cucamonga, 775.60 , 517.75 , 85.43 , 40.95 , -   , 27.51 
 4/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Fullerton, 550.00 , 410.36 , 256.94 , 26.46 , -   , 82.74 
 4/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, El Paso, 240.00 , 132.14 , 76.41 , 10.82 , 4.33 , 24.61 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Brownsville," 10,637.14 "," 5,312.15 "," 2,996.24 ", 344.64 , 142.95 , 979.19 
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Denver," 1,263.52 ", 641.25 , 271.24 , 76.06 , 16.20 , 88.64 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, El Paso, 385.60 , 228.32 , 153.34 , 12.22 , 15.66 , 50.11 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, New Orleans, 89.28 , 80.81 , 50.77 , 3.08 , (0.01), 16.59 
 3/1/2017 ,GENERAL SUPPLY AND SERVICES,Large,CST, Torrance," 1,382.40 ", 616.63 , 356.17 , 68.43 , -   , 116.40 
 4/1/2017 ,FASTENAL COMPANY,Large,CST, Cincinnati," 6,256.31 "," 2,698.77 "," 1,328.04 ", 207.08 , 67.19 , 434.01 
 4/1/2017 ,"ANIXTER, INC",Large,CST, Bridgeport, 384.48 , 153.18 , 102.72 , 12.11 , -   , 33.08 
 3/1/2017 ,- WERNER ELECTRIC SUPPLY CO,Large,CST, Nashville-Davidson, 707.02 , 361.37 , 137.62 , 45.53 , 5.56 , 44.32 
 3/1/2017 ,- MEDLER ELECTRIC CO INC,Large,CST, Torrance," 7,542.22 "," 3,032.39 "," 1,544.09 ", 313.00 , 130.17 , 497.23 
 6/1/2017 ,- MCNAUGHTON-MCKAY ELECTRIC CO,Medium,CST, Fullerton," 1,950.52 ", 878.57 , 616.65 , 69.24 , 68.91 , 198.57 
 3/1/2017 ,- BORDER STATES ELECTRIC,Large,CST, Lansing, 81.36 , 51.72 , 25.32 , 3.58 , 3.21 , 8.15 
 5/1/2017 ,"ANIXTER, INC",Large,CST, Virginia Beach, 190.44 , 62.41 , 30.34 , 6.59 , -   , 9.91 
 3/1/2017 ,"ANIXTER, INC",Large,CST, Modesto," 2,588.00 "," 1,132.39 ", 182.25 , 169.00 , 93.25 , 59.56 
 6/1/2018 ,- WOLBERG ELECTRICAL SUPPLY CO,small,CST, Paterson, 370.68 , 208.16 , 138.38 , 14.98 , 4.31 , 45.22 
 5/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Overland Park, 500.40 , 204.78 , 60.25 , 32.83 , 15.57 , 19.69 
 3/1/2018 ,- ELECTRIC SUPPLY CENTER CORP,small,CST, Yonkers, 96.00 , 54.30 , 24.95 , 6.14 , 1.15 , 8.15 
 6/1/2017 ,* HELSEL - JEPPERSON ELEC,Medium,CST, Knoxville, 770.70 , 364.18 , 236.37 , 44.08 , 11.01 , 77.25 
 1/1/2017 ,* GRANITE CITY ELECTRIC SUPPLY,Medium,CST, Kansas City," 1,094.26 ", 589.16 , 361.55 , 51.87 , 16.21 , 118.16 
 4/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Lexington-Fayette, 547.00 , 262.50 , 148.28 , 28.61 , 9.55 , 48.46 
 4/1/2017 ,# DELANDE SUPPLY COMPANY #1265,Medium,CST, Salinas, 890.50 , 512.02 , 338.38 , 29.56 , 49.04 , 110.59 
 3/1/2018 ,"KGP TELECOMMUNICATIONS, INC",Large,CST, North Las Vegas, 63.00 , 30.57 , 22.51 , 3.92 , -   , 7.36 
 4/1/2018 ,"KGP TELECOMMUNICATIONS, INC",Large,CST, Grand Rapids, 315.00 , 152.84 , 112.56 , 14.14 , -   , 36.78 
 2/1/2018 ,~ WORLD ELECTRIC SUPPLY,Medium,CST, Detroit, 321.36 , 194.22 , 135.07 , 22.33 , -   , 44.14 
 4/1/2017 ,WESCO DISTRIBUTION,Large,CST, Chula Vista, 864.90 , 408.05 , 287.59 , 28.54 , 10.56 , 95.82 
 6/1/2017 ,WESCO DISTRIBUTION,Large,CST, Corona," 3,349.00 "," 1,562.82 ", 918.76 , 185.87 , 188.73 , 306.12 
 1/1/2017 ,~ VIKING ELECTRIC SUPPLY INC,Medium,CST, Modesto, 400.24 , 135.05 , 65.57 , 12.41 , 2.07 , 21.43 
 3/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Moreno Valley, 507.72 , 299.44 , 210.86 , 23.96 , 34.80 , 68.91 
 1/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Memphis, 196.00 , 73.09 , 40.51 , 9.02 , -   , 13.24 
 6/1/2017 ,REXEL INC,Large,CST, Shreveport, 782.00 , 411.41 , 68.33 , 46.84 , -   , 22.33 
 3/1/2018 ,* WESTERN CAROLINA ELECTRICAL,Large,CST, Kansas City, 979.94 , 483.78 , 274.69 , 43.02 , 17.43 , 91.53 
 1/1/2017 ,* SUMMIT ELECTRIC SUPPLY,Medium,CST, Metairie, 95.64 , 50.87 , 24.47 , 6.28 , -   , 8.15 
 3/1/2018 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Aurora, 429.50 , 163.22 , 87.43 , 20.79 , 4.17 , 29.13 
 1/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Raleigh, 222.50 , 94.34 , 62.08 , 14.15 , 6.76 , 20.69 
 6/1/2018 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Miami, 222.50 , 94.34 , 62.08 , 9.23 , 4.12 , 20.69 
 3/1/2017 ,* SCURLOCK ELECTRIC INC,Medium,CST, Montgomery," 1,560.40 ", 851.85 , 537.35 , 74.90 , 95.87 , 179.04 
 2/1/2018 ,* SCHWING ELEC * FARMINGDALE,Medium,CST, Newark, 674.24 , 364.10 , 241.41 , 29.80 , 5.52 , 80.44 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Saint Louis," 7,050.78 "," 4,303.28 "," 2,797.74 ", 448.43 , 257.48 , 914.33 
 2/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Palmdale, 424.92 , 210.37 , 119.72 , 29.32 , 6.38 , 39.13 
 6/1/2017 ,"* ELECTRIC SUPPLY, INC",Medium,CST, Buffalo," 3,487.92 "," 1,148.45 ", 683.73 , 127.66 , 111.63 , 227.81 
 5/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Aurora, 163.20 , 67.14 , 45.26 , 5.52 , -   , 15.08 
 2/1/2017 ,* BLACK ELECTRICAL SUPPLY,Medium,CST, Hampton, 125.48 , 63.88 , 44.16 , 6.99 , 3.78 , 14.71 
 3/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Fremont, 275.00 , 191.11 , 126.59 , 12.76 , -   , 41.37 
 2/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Grand Prairie, 557.96 , 250.55 , 122.94 , 29.40 , -   , 40.18 
 3/1/2018 ,* ALAMEDA ELECTRICAL DIST INC,Medium,CST, Lexington-Fayette, 353.02 , 163.43 , 103.04 , 21.04 , 15.31 , 34.33 
 2/1/2018 ,# SEI ACQUISITION LLC    #1690,Medium,CST, Saint Paul, 844.92 , 487.47 , 298.80 , 27.71 , (17.56), 99.56 
 3/1/2018 ,# FENTON BROS ELECTRIC   #7670,Large,CST, Arlington, 179.55 , 61.10 , 36.10 , 5.76 , 1.95 , 12.03 
 1/1/2017 ,# E D SUPPLY CO INC      #4130,Medium,CST, Raleigh, 424.68 , 151.94 , 85.81 , 29.35 , 10.99 , 28.59 
 4/1/2018 ,"KGP TELECOMMUNICATIONS, INC",Large,CST, Springfield, 189.00 , 90.41 , 66.24 , 7.82 , -   , 22.07 
 2/1/2017 ,CAMERON WIRE & CABLE,Medium,CST, Fort Wayne, 536.64 , 361.17 , 270.14 , 17.66 , 16.97 , 88.28 
 5/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, San Jose, 313.98 , 83.36 , 34.92 , 14.10 , -   , 11.63 
 5/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Hampton, 232.08 , 91.03 , 60.35 , 12.67 , 6.55 , 20.11 
 6/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Paterson," 1,125.96 ", 393.16 , 286.67 , 61.03 , 69.17 , 95.52 
 2/1/2017 ,REXEL INC,Large,CST, North Las Vegas, 262.80 , 121.79 , 90.53 , 11.90 , -   , 30.16 
 5/1/2018 ,- WERNER ELECTRIC SUPPLY CO,Large,CST, San Antonio," 1,056.72 ", 506.29 , 114.20 , 37.62 , 7.33 , 37.32 
 5/1/2018 ,- WABASH ELECTRIC SUPPLY,Medium,CST, Cincinnati, 948.04 , 406.52 , 237.82 , 33.85 , 26.22 , 77.72 
 4/1/2017 ,- RAYMOND DE STEIGER,Medium,CST, Virginia Beach, 379.32 , 135.55 , 89.66 , 24.09 , 3.71 , 29.30 
 3/1/2017 ,- FRENCH GERLEMAN,Large,CST, Atlanta, 680.68 , 337.82 , 237.17 , 45.74 , 5.49 , 77.51 
 4/1/2017 ,- CRUM ELECTRIC SUPPLY CO,Medium,CST, Fort Wayne, 800.22 , 495.00 , 331.25 , 30.73 , 48.25 , 108.26 
 2/1/2017 ,- BORDER STATES ELECTRIC,Large,CST, Hollywood," 8,392.46 "," 4,877.06 "," 2,916.11 ", 304.65 , 254.33 , 953.01 
 4/1/2018 ,WESCO DISTRIBUTION,Large,CST, Minneapolis," 14,252.86 "," 8,021.83 "," 4,941.55 ", 520.23 , 195.66 ," 1,646.47 "
 4/1/2017 ,WESCO DISTRIBUTION,Large,CST, Pomona, 373.22 , 218.52 , 143.52 , 18.29 , 4.53 , 47.82 
 4/1/2017 ,WESCO DISTRIBUTION,Large,CST, Detroit," 7,897.94 "," 4,613.44 "," 2,858.79 ", 432.81 , 179.20 , 952.52 
 1/1/2018 ,WESCO DISTRIBUTION,Large,CST, Saint Paul, 350.00 , 119.72 , 8.51 , 19.50 , -   , 2.83 
 4/1/2018 ,* STONEWAY ELECTRIC SUPPLY,small,CST, Detroit, 88.80 , 32.60 , 4.70 , 3.14 , -   , 1.57 
 4/1/2018 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Hollywood, 241.00 , 89.22 , 47.69 , 12.34 , 4.13 , 15.89 
 2/1/2017 ,* QUERMBACK ELECTRIC INC,Medium,CST, Minneapolis, 420.60 , 194.41 , 132.48 , 22.71 , 18.39 , 44.14 
 6/1/2017 ,* MAYER ELECTRIC SUPPLY,Large,CST, Moreno Valley," 1,962.05 "," 1,108.77 ", 770.80 , 116.55 , 62.84 , 256.82 
 6/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Kansas City," 8,993.92 "," 4,298.40 "," 3,179.54 ", 393.93 , -   ," 1,059.39 "
 2/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Vallejo, 791.80 , 383.88 , 235.57 , 54.24 , 20.14 , 78.49 
 5/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Fort Worth, 489.89 , 224.58 , 95.31 , 14.75 , 8.89 , 31.76 
 5/1/2017 ,* COLONIAL ELECTRIC SUPPLY CO,Large,CST, Spokane," 2,143.72 "," 1,057.08 ", 598.91 , 70.96 , 14.78 , 199.55 
 5/1/2017 ,# UPCHURCH ELECTRICAL    #3730,Large,CST, Scottsdale, 354.00 , 191.94 , 86.02 , 21.77 , 13.81 , 28.66 
 1/1/2017 ,# MID-WEST ELECTRIC SPLY #2480,Medium,CST, Cedar Rapids, 731.00 , 470.91 , 168.85 , 35.89 , 11.73 , 56.26 
 6/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Wichita," 1,707.48 ", 570.53 , 405.54 , 66.42 , 95.80 , 135.12 
 5/1/2017 ,REXEL INC,Large,CST, Aurora," 2,542.08 "," 1,048.09 ", 637.63 , 157.35 , 51.18 , 212.45 
 3/1/2017 ,"MANUEL FREIJE ARCE, INC.",Large,CST, Anaheim," 21,485.00 "," 13,991.62 "," 9,300.50 ", 930.30 , -   ," 3,098.82 "
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Kansas City," 1,914.35 "," 1,053.96 ", 530.54 , 76.96 , 66.74 , 176.77 
 4/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Mobile, 539.48 , 263.31 , 151.58 , 19.21 , -   , 50.50 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Charlotte, 584.92 , 326.10 , 188.64 , 36.56 , 28.69 , 62.85 
 2/1/2018 ,REXEL HOLDINGS USA,Large,CST, Dallas," 3,920.42 "," 1,765.26 ", 474.39 , 164.27 , 2.89 , 158.06 
 4/1/2018 ,GENERAL SUPPLY AND SERVICES,Large,CST, Orlando, 382.32 , 144.48 , 7.52 , 15.56 , -   , 2.50 
 4/1/2018 ,MASTER INTERNATIONAL,Large,CST, Hartford, 434.00 , 149.42 , 62.61 , 15.88 , -   , 20.86 
 6/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Oceanside, 275.00 , 188.69 , 124.16 , 8.88 , -   , 41.37 
 3/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Worcester, 258.84 , 162.70 , 47.92 , 11.75 , 2.58 , 15.97 
 3/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Detroit," 1,269.72 ", 653.62 , 383.25 , 71.23 , 71.05 , 127.69 
 5/1/2018 ,CABLE CONNECTION & SUPPLY,small,CST, San Bernardino, 215.16 , 79.84 , 49.80 , 15.00 , -   , 16.59 
 1/1/2018 ,BARR-THORP ELECTRIC CO.,small,CST, Spokane, 648.00 , 283.03 , 186.25 , 45.10 , -   , 62.06 
 6/1/2018 ,"ANIXTER, INC",Large,CST, Beaumont, 80.40 , 31.69 , 22.63 , 2.77 , -   , 7.54 
