Month,Custumer Name,Customer Group,Product,City,Sales_amt,Standard_Cost,Metal_Cost,Taxes,FreightUnrecovered,Metal_weight_CU
 5/1/2017 ,INTERSTATE WIRE CO,small,CST, Fort Lauderdale, 112.96 , 41.19 , 30.77 , 4.54 , -   , 10.05 
 3/1/2017 ,NEWARK ELECTRONICS,small,CST, Kansas City, 279.36 , 104.42 , 63.16 , 11.40 , -   , 20.64 
 3/1/2017 ,NEEDHAM ELECTRIC SUPPLY CORP,Medium,CST, Flint, 365.62 , 160.84 , 73.87 , 22.67 , 6.53 , 24.14 
 6/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Bridgeport," 2,931.39 "," 1,406.12 ", 675.28 , 119.01 , 75.17 , 220.69 
 3/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Tulsa, 789.36 , 369.40 , 201.38 , 25.97 , 2.26 , 65.81 
 3/1/2018 ,GENERAL SUPPLY AND SERVICES,Large,CST, Newark, 423.60 , 181.17 , 119.37 , 17.49 , -   , 39.01 
 5/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Syracuse, 937.50 ," 1,123.45 ", 208.39 , 55.59 , -   , 68.11 
 4/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Grand Rapids, 436.90 , 305.57 , 219.48 , 29.32 , 41.86 , 71.73 
 1/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Rochester, 83.88 , 41.33 , 30.77 , 4.52 , -   , 10.05 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Augusta-Richmond County, 232.75 , 129.12 , 21.04 , 10.96 , 1.62 , 6.88 
 1/1/2018 ,GALCO INDUSTRIAL ELECTRONICS,small,CST, Fort Lauderdale, 174.24 , 71.30 , 45.52 , 7.70 , -   , 14.88 
 1/1/2017 ,DIGI-KEY CORP,Medium,CST, El Paso," 2,314.98 ", 793.85 , 456.51 , 109.96 , 17.60 , 149.19 
 4/1/2018 ,PACER/ANIXTER,Medium,CST, New Orleans, 99.24 , 33.08 , 22.08 , 5.82 , -   , 7.36 
 2/1/2017 ,NEEDHAM ELECTRIC SUPPLY CORP,Medium,CST, Cedar Rapids, 204.04 , 124.95 , 88.32 , 8.39 , 2.91 , 29.43 
 5/1/2017 ,GO ELECTRONICS,small,CST, Lansing, 357.60 , 134.10 , 63.21 , 11.69 , -   , 20.66 
 6/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Wichita, 58.50 , 30.60 , 16.21 , 3.35 , 4.52 , 5.30 
 6/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Yonkers, 734.90 , 441.56 , 266.09 , 23.44 , -   , 86.96 
 4/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, East Los Angeles, 364.44 , 179.94 , 102.08 , 11.81 , 9.99 , 33.36 
 1/1/2018 ,"ANIXTER, INC",Large,CST, Lubbock, 136.92 , 57.17 , 29.54 , 5.49 , 0.40 , 9.65 
 1/1/2017 ,- STANDARD ELECTRIC SUPPLY CO,small,CST, Cleveland, 216.00 , 95.55 , 63.29 , 13.35 , 3.62 , 20.69 
 3/1/2017 ,- SCHAEDLER/YESCO DISTRIBUTION,Medium,CST, Baton Rouge," 3,768.38 "," 1,728.59 "," 1,063.06 ", 246.45 , 54.67 , 347.42 
 3/1/2017 ,- CITY ELECTRIC COMPANY INC,Medium,CST, Hartford," 1,099.73 ", 566.96 , 280.46 , 63.56 , (35.73), 91.66 
 6/1/2017 ,- BILLOWS ELECTRIC SUPPLY CO,Large,CST, Oakland," 3,865.50 "," 1,845.27 "," 1,040.39 ", 206.42 , 42.70 , 340.01 
 6/1/2017 ,* WHOLESALE ELECTRIC,Large,CST, Denver," 3,912.38 "," 2,069.07 "," 1,301.15 ", 258.61 , 111.31 , 433.53 
 5/1/2018 ,WESCO DISTRIBUTION,Large,CST, Montgomery," 7,712.00 "," 3,508.09 "," 1,901.25 ", 479.69 , 262.28 , 612.24 
 2/1/2018 ,* UNITED ELECTRIC SUPPLY CO,Large,CST, Savannah," 24,971.20 "," 14,954.37 "," 10,076.48 "," 1,333.46 ", 485.93 ," 3,357.37 "
 1/1/2018 ,* MALTBY ELECTRIC SUPPLY CO,small,CST, El Paso," 1,235.52 ", 526.74 , 360.63 , 84.88 , 93.45 , 120.16 
 1/1/2017 ,* MADISON ELECTRIC CO,Medium,CST, Fayetteville," 2,812.60 "," 1,218.18 ", 817.69 , 100.69 , 36.71 , 272.44 
 6/1/2018 ,- TURTLE & HUGHES INC,Large,CST, Dayton," 5,646.16 "," 3,202.66 "," 2,018.04 ", 290.78 , 86.26 , 659.51 
 3/1/2018 ,"- STEINER ELECTRIC CO., INC.",Medium,CST, Ann Arbor, 574.81 , 252.15 , 91.66 , 36.16 , 2.96 , 29.96 
 6/1/2018 ,- STATE ELECTRIC SUPPLY CO INC,Large,CST, New Orleans," 1,905.28 ", 956.82 , 668.24 , 82.50 , 47.55 , 218.39 
 1/1/2017 ,- MARSHALL E CAMPBELL CO INC,Medium,CST, Rockford," 1,968.14 "," 1,060.85 ", 658.54 , 104.71 , 66.45 , 215.22 
 1/1/2018 ,- LEE ELECTRIC SUPPLY CO,small,CST, Sacramento, 285.84 , 77.88 , 7.44 , 12.15 , -   , 2.43 
 5/1/2018 ,- KENDALL ELECTRIC INC,Large,CST, Chicago," 5,732.24 "," 3,360.82 "," 1,467.49 ", 198.34 , 48.03 , 479.59 
 4/1/2017 ,- FROMM ELECTRIC SUPPLY CORP,Medium,CST, New Haven, 223.08 , 105.58 , 67.53 , 11.11 , -   , 22.07 
 3/1/2018 ,* DAKOTA SUPPLY GROUP,Large,CST, Sunnyvale," 7,447.90 "," 3,017.87 "," 1,695.51 ", 475.18 , 143.11 , 564.92 
 5/1/2018 ,- BORDER STATES ELECTRIC,Large,CST, Tallahassee, 161.34 , 106.03 , 59.22 , 7.31 , 12.70 , 19.35 
 5/1/2018 ,- MEDLER ELECTRIC CO INC,Large,CST, Little Rock," 1,598.12 ", 579.59 , 329.97 , 48.58 , 27.67 , 107.84 
 1/1/2017 ,# EAGLE INDUSTRIAL DISTR #2925,small,CST, Lancaster, 436.48 , 260.05 , 176.64 , 18.77 , 34.81 , 58.86 
 2/1/2018 ,"KGP TELECOMMUNICATIONS, INC",Large,CST, Chesapeake, 126.00 , 60.27 , 44.16 , 5.48 , -   , 14.71 
 1/1/2017 ,"KGP TELECOMMUNICATIONS, INC",Large,CST, Chicago, 462.00 , 212.51 , 155.11 , 19.27 , -   , 51.68 
 3/1/2018 ,~ VIKING ELECTRIC SUPPLY INC,Medium,CST, Minneapolis, 193.32 , 64.91 , 27.56 , 9.11 , 1.29 , 9.18 
 4/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Evansville, 700.08 , 303.04 , 193.15 , 38.50 , 8.81 , 64.36 
 5/1/2017 ,- MCNAUGHTON-MCKAY ELECTRIC CO,Medium,CST, Anaheim," 2,359.26 "," 1,103.86 ", 619.75 , 117.73 , 67.92 , 202.54 
 2/1/2018 ,~ CAPITAL LIGHTING & SUPPLY,Medium,CST, Santa Rosa, 484.50 , 247.51 , 138.20 , 29.07 , 5.17 , 46.05 
 2/1/2018 ,* WALTERS WHOLESALE ELECTRIC,Medium,CST, Yonkers," 1,238.28 ", 629.54 , 461.49 , 58.08 , 7.00 , 148.61 
 3/1/2017 ,* STANDARD ELECTRIC COMPANY,Medium,CST, Lincoln, 666.12 , 313.18 , 195.45 , 40.77 , 14.27 , 62.94 
 3/1/2018 ,* STANDARD ELECTRIC COMPANY,Medium,CST, Indianapolis," 2,934.64 "," 1,180.70 ", 398.87 , 99.19 , 24.72 , 128.44 
 5/1/2018 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Columbus, 318.22 , 118.61 , 78.59 , 16.48 , 5.34 , 25.31 
 5/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Pembroke Pines, 194.70 , 70.81 , 36.98 , 9.19 , 3.19 , 11.91 
 1/1/2017 ,* NESCO INC,small,CST, Sacramento, 347.76 , 217.11 , 125.10 , 12.21 , 16.94 , 40.28 
 6/1/2018 ,* GRANITE CITY ELECTRIC SUPPLY,Medium,CST, Chattanooga," 2,698.00 "," 1,374.33 ", 848.30 , 102.25 , 53.18 , 273.17 
 2/1/2018 ,* EDGES ELECTRICAL GROUP LLC,Medium,CST, Hampton," 1,145.32 ", 518.89 , 327.17 , 48.79 , 85.18 , 105.35 
 3/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Henderson, 168.56 , 83.29 , 62.45 , 8.88 , 6.89 , 20.11 
 4/1/2017 ,TRI-STATE ELECTRICAL SUPPLY,small,CST, Raleigh, 343.28 , 196.39 , 97.76 , 19.98 , 3.53 , 32.57 
 6/1/2017 ,- BUCKLES-SMITH ELECTRIC,small,CST, Naperville, 178.48 , 93.25 , 66.97 , 10.83 , 4.16 , 21.89 
 3/1/2017 ,# FALCETTI & CLARK ELECT #2685,small,CST, Lansing, 281.75 , 111.86 , 64.80 , 10.37 , -   , 20.87 
 1/1/2017 ,# CLINTON ELECTRICAL     #1750,small,CST, Evansville, 212.64 , 79.39 , 52.00 , 13.93 , 2.36 , 16.74 
 3/1/2018 ,"KGP TELECOMMUNICATIONS, INC",Large,CST, Worcester, 968.76 , 406.46 , 298.71 , 57.64 , -   , 96.19 
 1/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Birmingham, 93.52 , 33.84 , 22.85 , 3.41 , 5.24 , 7.36 
 5/1/2017 ,* WHOLESALE ELECTRIC,Large,CST, Kansas City," 4,061.04 "," 1,790.22 "," 1,040.19 ", 274.53 , 66.59 , 346.58 
 2/1/2017 ,* WHOLESALE ELECTRIC,Large,CST, Tulsa," 1,408.00 ", 745.49 , 484.74 , 68.99 , 36.64 , 161.51 
 1/1/2018 ,* US ELECTRICAL SERVICES INC,Medium,CST, Moreno Valley," 4,704.36 "," 2,258.46 "," 1,481.12 ", 320.84 , 82.83 , 493.49 
 5/1/2018 ,* TRI-STATE LIGHTING & SUPPLY,small,CST, Memphis, 532.88 , 251.86 , 162.07 , 29.52 , 5.48 , 54.00 
 5/1/2018 ,* THE HITE COMPANY,Medium,CST, Corpus Christi," 2,731.22 "," 1,215.99 ", 750.96 , 110.61 , 41.44 , 250.21 
 5/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Stamford, 242.76 , 102.76 , 66.24 , 7.31 , 7.19 , 22.07 
 5/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Tampa, 702.24 , 297.11 , 69.83 , 49.16 , -   , 23.27 
 5/1/2017 ,WHOLESALE SUPPLY GROUP,Medium,CST, New Haven, 807.54 , 465.17 , 307.16 , 42.72 , 15.49 , 102.34 
 3/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, New Orleans, 504.00 , 272.55 , 176.34 , 22.18 , 24.54 , 58.76 
 3/1/2018 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Knoxville, 89.94 , 35.91 , 18.35 , 6.12 , -   , 6.11 
 1/1/2018 ,* HARRY COOPER SUPPLY,Medium,CST, Tacoma, 596.56 , 365.33 , 254.62 , 20.70 , 13.62 , 84.84 
 6/1/2017 ,PACER/ANIXTER,Medium,CST, Washington," 7,267.40 "," 3,000.78 "," 1,663.18 ", 404.07 , 46.24 , 535.58 
 1/1/2017 ,# COMPONENT SPECIALTIES  #8580,small,CST, Pembroke Pines, 378.72 , 128.76 , 88.32 , 13.56 , -   , 29.43 
 2/1/2018 ,INTERSTATE ELECTRICAL SUP INC,small,CST, Chicago, 293.00 , 127.38 , 65.31 , 16.91 , -   , 21.03 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Mobile, 474.00 , 235.99 , 114.70 , 32.37 , -   , 38.22 
 5/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Escondido, 91.72 , 65.01 , 44.16 , 3.55 , 5.24 , 14.71 
 1/1/2017 ,GENERAL SUPPLY AND SERVICES,Large,CST, San Bernardino, 384.72 , 162.71 , 99.60 , 12.73 , -   , 33.19 
 2/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Salem," 1,063.02 ", 670.72 , 463.68 , 67.61 , (35.82), 154.49 
 3/1/2018 ,~ NORTHEAST ELECTRICAL DISTRS,Medium,CST, Orlando," 1,082.70 ", 469.83 , 285.46 , 64.10 , 20.70 , 95.11 
 5/1/2017 ,HOUSTON WIRE & CABLE,Medium,CST, Lubbock, 173.04 , 51.01 , 11.81 , 7.79 , -   , 3.94 
 6/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Indianapolis, 390.76 , 164.53 , 87.48 , 18.29 , 2.44 , 29.15 
 3/1/2018 ,FASTENAL COMPANY,Large,CST, Savannah," 3,138.22 "," 1,523.14 ", 821.76 , 210.26 , -   , 273.80 
 1/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Aurora, 920.04 , 525.92 , 377.57 , 62.01 , 16.61 , 125.80 
 5/1/2018 ,CERESKE ELECTRIC CABLE CO,small,CST, Rockford, 126.00 , 69.25 , 40.92 , 8.27 , -   , 13.64 
 1/1/2018 ,NEWARK ELECTRONICS,small,CST, Boston, 901.54 , 359.86 , 211.86 , 62.30 , -   , 70.59 
 4/1/2018 ,"ANIXTER, INC",Large,CST, Charlotte," 5,990.00 "," 2,822.25 ", 446.89 , 186.29 , 124.20 , 148.90 
 4/1/2018 ,ALLIED ELECTRONICS,Large,CST, Louisville, 725.38 , 303.65 , 201.48 , 45.63 , -   , 67.13 
 3/1/2017 ,AGILE SOURCING PARTNERS INC,small,CST, Palmdale, 77.32 , 30.14 , 22.08 , 2.35 , -   , 7.36 
 5/1/2017 ,- WOLBERG ELECTRICAL SUPPLY CO,small,CST, Pomona, 248.00 , 135.91 , 77.97 , 8.11 , -   , 25.98 
 6/1/2018 ,- WABASH ELECTRIC SUPPLY,Medium,CST, San Bernardino, 717.08 , 316.47 , 167.55 , 32.05 , 16.40 , 55.83 
 4/1/2017 ,- VP SUPPLY CORPORATION,small,CST, Tallahassee, 161.16 , 85.51 , 50.25 , 9.93 , 1.53 , 16.74 
 6/1/2018 ,- STATE ELECTRIC SUPPLY CO INC,Large,CST, Lubbock," 2,207.34 "," 1,140.75 ", 772.47 , 72.18 , 78.28 , 257.38 
 5/1/2017 ,- RUMSEY ELECTRIC CO INC,small,CST, Santa Ana, 510.00 , 125.85 , 50.54 , 32.95 , -   , 16.84 
 6/1/2017 ,- HORIZON SOLUTIONS LLC,small,CST, El Paso, 579.54 , 314.64 , 202.05 , 23.01 , 8.51 , 67.32 
 6/1/2017 ,- FROMM ELECTRIC SUPPLY CORP,Medium,CST, Fresno, 331.60 , 128.76 , 88.32 , 13.96 , 5.80 , 29.43 
 4/1/2018 ,- FRENCH GERLEMAN,Large,CST, Fort Lauderdale, 159.00 , 68.99 , 39.74 , 7.79 , 1.24 , 13.24 
 2/1/2018 ,- DROGEN WHLSE ELECTRIC SUPPLY,small,CST, Long Beach, 148.00 , 100.44 , 62.08 , 8.57 , 6.53 , 20.69 
 6/1/2018 ,- CRUM ELECTRIC SUPPLY CO,Medium,CST, Fort Lauderdale, 732.80 , 352.95 , 219.38 , 38.69 , 100.02 , 73.10 
 2/1/2018 ,* STANDARD ELECTRIC COMPANY,Medium,CST, Cedar Rapids, 145.56 , 71.82 , 36.70 , 6.26 , 12.24 , 12.23 
 3/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Portland, 402.82 , 158.73 , 106.24 , 26.71 , 11.78 , 35.40 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Torrance," 3,605.98 "," 2,291.90 "," 1,491.16 ", 250.98 , 111.80 , 480.18 
 6/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Scottsdale, 89.50 , 63.63 , 35.29 , 4.33 , 0.00 , 11.37 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Akron," 3,244.64 "," 1,652.30 "," 1,032.13 ", 146.66 , 133.55 , 332.37 
 4/1/2017 ,* LOYD'S ELECTRIC SUPPLY,Medium,CST, Overland Park, 917.92 , 518.16 , 201.77 , 55.99 , 0.89 , 67.23 
 5/1/2018 ,* FRANKLIN-GRIFFITH LLC,Medium,CST, Durham," 2,864.80 "," 1,202.08 ", 714.72 , 190.80 , 71.05 , 238.14 
 1/1/2018 ,* DULLES ELECTRIC & SUPPLY,Medium,CST, Fullerton," 3,396.00 "," 2,082.69 "," 1,457.29 ", 215.31 , 77.60 , 485.55 
 4/1/2018 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Memphis, 415.24 , 222.67 , 164.87 , 16.65 , 5.15 , 54.93 
 2/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Lexington-Fayette," 1,011.04 ", 478.89 , 34.03 , 31.75 , 11.21 , 11.34 
 1/1/2018 ,# LEONARD'S ELECTRICAL   #2420,small,CST, Little Rock, 594.30 , 273.93 , 193.75 , 24.54 , 13.18 , 64.56 
 2/1/2018 ,# GENEVA ELECTRICAL SPLY #7761,Medium,CST, Aurora, 491.40 , 246.49 , 155.71 , 23.10 , 11.89 , 51.88 
 3/1/2017 ,"KGP TELECOMMUNICATIONS, INC",Large,CST, Saint Paul, 577.80 , 245.76 , 178.30 , 18.03 , -   , 59.41 
 3/1/2017 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Glendale, 516.14 , 180.19 , 100.80 , 22.92 , 20.16 , 33.58 
 3/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,CST, Los Angeles, 101.12 , 44.21 , 27.16 , 5.09 , -   , 9.05 
 2/1/2018 ,- NORTH COAST ELECTRIC,Large,CST, Charlotte," 7,084.36 "," 3,714.57 "," 2,561.47 ", 332.26 , 286.63 , 853.45 
 6/1/2018 ,- ELECTRICAL EQUIPMENT CO,small,CST, Irvine, 315.82 , 183.64 , 104.92 , 21.76 , 11.36 , 34.96 
 3/1/2017 ,- WOLBERG ELECTRICAL SUPPLY CO,small,CST, Baton Rouge, 312.00 , 189.85 , 116.23 , 10.92 , 1.86 , 37.43 
 6/1/2018 ,- WABASH ELECTRIC SUPPLY,Medium,CST, Arlington, 715.04 , 328.54 , 198.29 , 25.24 , 14.97 , 63.85 
 6/1/2017 ,- STANDARD ELECTRIC SUPPLY CO,small,CST, Fort Collins, 216.00 , 96.50 , 64.24 , 12.96 , 7.37 , 20.69 
 2/1/2018 ,- RUMSEY ELECTRIC CO INC,small,CST, Saint Petersburg, 419.58 , 139.55 , 84.84 , 20.56 , -   , 27.32 
 3/1/2018 ,- DROGEN WHLSE ELECTRIC SUPPLY,small,CST, Aurora, 148.00 , 102.59 , 64.24 , 6.93 , 3.91 , 20.69 
 3/1/2017 ,- CRUM ELECTRIC SUPPLY CO,Medium,CST, Huntington Beach, 301.46 , 145.05 , 86.16 , 13.96 , 23.30 , 27.74 
 3/1/2018 ,- BORDER STATES ELECTRIC,Large,CST, Saint Paul, 133.74 , 84.57 , 36.13 , 6.41 , 4.29 , 11.63 
 3/1/2018 ,- BORDER STATES ELECTRIC,Large,CST, Pasadena," 9,506.66 "," 5,661.36 "," 3,165.35 ", 471.53 , 383.49 ," 1,019.30 "
 1/1/2017 ,WESCO DISTRIBUTION,Large,CST, Jersey City," 11,590.62 "," 7,400.79 "," 4,887.12 ", 368.58 , 220.20 ," 1,597.15 "
 6/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Naperville, 476.96 , 297.90 , 196.56 , 26.66 , 7.72 , 65.49 
 3/1/2017 ,* US ELECTRICAL SERVICES INC,Medium,CST, Vallejo, 695.88 , 380.01 , 270.14 , 28.04 , 71.24 , 88.28 
 2/1/2018 ,* UNITED ELECTRIC SUPPLY CO,Large,CST, Buffalo," 2,594.35 "," 1,396.97 ", 759.77 , 138.28 , 15.72 , 248.30 
 5/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Worcester, 241.00 , 95.16 , 48.62 , 16.65 , 1.55 , 15.89 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Kansas City, 562.36 , 325.26 , 205.51 , 37.40 , 17.37 , 68.47 
 3/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Birmingham," 1,350.72 ", 497.25 , 298.81 , 85.37 , (16.51), 99.56 
 3/1/2018 ,GENERAL SUPPLY AND SERVICES,Large,CST, Topeka, 447.50 , 235.71 , 150.25 , 22.60 , 15.48 , 50.06 
 5/1/2018 ,REXEL INC,Large,CST, Fullerton," 2,531.20 ", 820.84 , 416.53 , 128.33 , (0.83), 138.78 
 2/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Tucson, 305.00 , 182.71 , 112.39 , 16.10 , -   , 36.73 
 6/1/2018 ,# KEYSTONE ELECTRICAL    #4570,small,CST, Oceanside, 214.84 , 88.95 , 46.82 , 8.14 , -   , 15.30 
 3/1/2017 ,# JEWEL ELECTRIC SUPPLY  #5460,small,CST, Torrance, 364.56 , 189.86 , 105.27 , 25.45 , -   , 34.40 
 5/1/2017 ,# BRITE WHOLESALE ELECT  #2025,small,CST, Santa Clarita, 363.88 , 210.10 , 144.70 , 24.13 , 11.83 , 47.29 
 4/1/2017 ,~ CAPITAL LIGHTING & SUPPLY,Medium,CST, Oceanside, 716.56 , 346.31 , 200.48 , 48.37 , 5.65 , 65.52 
 2/1/2017 ,REXEL INC,Large,CST, Aurora, 137.50 , 63.12 , 34.78 , 7.88 , -   , 11.37 
 1/1/2017 ,MILLER INDUSTRIAL SUPPLY INC,small,CST, Springfield, 381.76 , 120.23 , 77.28 , 22.03 , -   , 25.75 
 1/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Birmingham," 8,774.74 "," 4,523.66 "," 2,817.22 ", 348.36 , 118.44 , 938.67 
 4/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Fayetteville," 2,033.18 "," 1,009.81 ", 626.92 , 106.54 , 52.63 , 208.88 
 3/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Sterling Heights," 1,114.56 ", 724.71 , 500.85 , 71.00 , 23.01 , 166.88 
 2/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Springfield," 22,594.32 "," 12,298.17 "," 7,705.99 ", 677.83 , 356.73 ," 2,567.55 "
 1/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Nashville-Davidson, 270.04 , 169.47 , 50.82 , 17.90 , -   , 16.93 
 6/1/2018 ,CAMERON WIRE & CABLE,Medium,CST, Boise City," 1,145.86 ", 721.66 , 200.42 , 41.82 , 4.88 , 66.78 
 2/1/2017 ,CED-CONSOLIDATED ELEC DIST,Large,CST, Tallahassee," 5,390.64 "," 3,382.46 "," 2,252.16 ", 343.38 , 181.02 , 750.39 
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Paradise," 8,357.26 "," 4,741.36 "," 3,250.07 ", 342.65 , 195.56 ," 1,062.15 "
 3/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, El Monte, 105.00 , 70.05 , 41.72 , 6.06 , 1.48 , 13.64 
 4/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Huntsville, 167.76 , 88.55 , 61.53 , 7.55 , 2.01 , 20.11 
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Salt Lake City, 581.46 , 320.71 , 198.98 , 29.36 , 33.72 , 65.03 
 5/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Fontana," 1,618.06 "," 1,071.16 ", 588.22 , 96.92 , 62.71 , 192.23 
 5/1/2017 ,GLOBAL EQUIPMENT COMPANY,Medium,CST, Chandler," 1,982.30 ", 872.99 , 473.70 , 137.97 , -   , 154.81 
 3/1/2018 ,- ELECTRIC SUPPLY CENTER CORP,small,CST, Little Rock, 696.24 , 558.37 , 348.10 , 47.62 , 10.41 , 115.98 
 4/1/2018 ,CED-CONSOLIDATED ELEC DIST,Large,CST, San Diego, 275.00 , 203.30 , 126.59 , 15.15 , -   , 41.37 
 4/1/2018 ,BARR-THORP ELECTRIC CO.,small,CST, Buffalo, 432.00 , 191.11 , 126.59 , 15.25 , -   , 41.37 
 2/1/2017 ,ALLIED WIRE & CABLE,small,CST, Milwaukee," 1,137.46 ", 526.14 , 206.75 , 53.23 , 3.24 , 68.89 
 5/1/2018 ,- VAN METER INDUSTRIAL,small,CST, Topeka, 347.24 , 120.86 , 78.27 , 17.54 , 3.40 , 26.08 
 3/1/2018 ,- KIRBY RISK SUPPLY,Medium,CST, North Las Vegas, 419.96 , 194.94 , 102.85 , 23.18 , 3.78 , 34.27 
 3/1/2017 ,"ANIXTER, INC",Large,CST, Topeka, 738.00 , 304.95 , 189.88 , 41.25 , -   , 62.06 
 2/1/2018 ,- REVERE ELECTRIC SUPPLY CO.,small,CST, Cleveland, 247.68 , 128.54 , 92.30 , 16.87 , (1.86), 30.16 
 6/1/2018 ,- NORTH COAST ELECTRIC,Large,CST, Huntsville," 2,590.70 "," 1,274.24 ", 875.67 , 94.04 , 92.16 , 286.18 
 6/1/2018 ,- ELECTRICAL EQUIPMENT CO,small,CST, Rockford, 283.06 , 152.76 , 112.56 , 9.26 , 8.16 , 36.78 
 3/1/2017 ,* SPRINGFIELD ELECTRIC SUPPLY,Large,CST, Concord, 770.14 , 305.08 , 106.78 , 40.82 , 10.63 , 35.58 
 5/1/2017 ,* GREAT LAKES ELECTRIC SUPPLY,small,CST, Fontana, 223.68 , 112.38 , 75.38 , 7.05 , 1.83 , 25.12 
 4/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Paradise, 562.50 , 245.14 , 140.66 , 20.03 , 1.27 , 46.87 
 5/1/2018 ,WHOLESALE SUPPLY GROUP,Medium,CST, Fontana, 890.74 , 505.68 , 338.95 , 34.29 , 15.98 , 109.15 
 1/1/2017 ,* CRESCENT ELECTRIC SUPPLY,Large,CST, Riverside, 465.60 , 268.07 , 78.77 , 22.95 , 1.30 , 26.25 
 5/1/2017 ,"- IAC, INC.",Medium,CST, Moreno Valley," 1,288.53 ", 677.69 , 381.79 , 72.29 , 59.17 , 127.21 
 4/1/2017 ,MSC INDUSTRIAL SUPPLY-SF,small,CST, Stamford, 220.38 , 64.91 , 27.56 , 8.71 , -   , 9.18 
 5/1/2017 ,MILLER ELECTRIC CABLE CORP,small,CST, Mobile, 195.12 , 81.20 , 60.35 , 7.34 , -   , 20.11 
 6/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Ann Arbor," 7,319.26 "," 4,252.43 "," 2,955.76 ", 232.02 , 192.21 , 984.83 
 2/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Saint Petersburg, 291.00 , 155.13 , 97.42 , 17.58 , -   , 32.46 
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Vallejo, 96.20 , 64.38 , 44.16 , 3.85 , 1.65 , 14.71 
 3/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Las Vegas," 3,076.44 "," 1,585.55 ", 832.78 , 110.75 , 44.93 , 277.47 
 6/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Stockton," 2,951.90 "," 1,633.87 ", 965.18 , 96.53 , 97.13 , 321.59 
 6/1/2017 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Charlotte, 384.56 , 268.31 , 175.23 , 14.42 , 4.87 , 58.38 
 1/1/2018 ,GRAYBAR ELECTRIC COMPANY,Large,CST, Madison, 710.62 , 448.78 , 291.69 , 35.53 , (4.74), 97.19 
